TimeStamp,open,high,low,close,Volume
2020-12-28 12:10:00,371.935,372.0101,371.915,371.965,67788
2020-12-28 12:15:00,371.97,372.03,371.94,371.95,43061
2020-12-28 12:20:00,371.95,371.96,371.86,371.91,34771
2020-12-28 12:25:00,371.91,372.045,371.9,372.03,52521
2020-12-28 12:30:00,372.03,372.12,372.03,372.045,54290
2020-12-28 12:35:00,372.04,372.085,372.02,372.07,105113
2020-12-28 12:40:00,372.075,372.135,372.07,372.13,106169
2020-12-28 12:45:00,372.13,372.13,372.05,372.05,51736
2020-12-28 12:50:00,372.05,372.08,372.01,372.06,39394
2020-12-28 12:55:00,372.055,372.065,371.875,372.0175,132308
2020-12-28 13:00:00,372.02,372.06,371.975,372.06,40222
2020-12-28 13:05:00,372.055,372.1077,372.01,372.05,39337
2020-12-28 13:10:00,372.05,372.13,372.02,372.1211,39023
2020-12-28 13:15:00,372.12,372.135,372.035,372.04,36755
2020-12-28 13:20:00,372.04,372.11,371.995,372.001,38481
2020-12-28 13:25:00,372.0159,372.12,371.99,372.075,36897
2020-12-28 13:30:00,372.08,372.16,372.07,372.12,41320
2020-12-28 13:35:00,372.12,372.27,372.1,372.21,58456
2020-12-28 13:40:00,372.21,372.29,372.19,372.255,50423
2020-12-28 13:45:00,372.25,372.27,372.13,372.145,46914
2020-12-28 13:50:00,372.1389,372.24,372.0761,372.18,41820
2020-12-28 13:55:00,372.175,372.2389,372.165,372.2381,36969
2020-12-28 14:00:00,372.2399,372.2996,372.17,372.285,46015
2020-12-28 14:05:00,372.28,372.3,372.26,372.2682,55617
2020-12-28 14:10:00,372.2655,372.41,372.26,372.37,84467
2020-12-28 14:15:00,372.38,372.51,372.33,372.47,78132
2020-12-28 14:20:00,372.47,372.48,372.4,372.445,53020
2020-12-28 14:25:00,372.44,372.45,372.36,372.42,39052
2020-12-28 14:30:00,372.405,372.47,372.39,372.465,41064
2020-12-28 14:35:00,372.47,372.53,372.4601,372.47,47356
2020-12-28 14:40:00,372.4732,372.58,372.47,372.57,41963
2020-12-28 14:45:00,372.57,372.59,372.48,372.53,54147
2020-12-28 14:50:00,372.53,372.53,372.4225,372.445,59241
2020-12-28 14:55:00,372.4533,372.48,372.37,372.46,68787
2020-12-28 15:00:00,372.45,372.53,372.41,372.51,57729
2020-12-28 15:05:00,372.51,372.53,372.38,372.38,60511
2020-12-28 15:10:00,372.385,372.44,372.35,372.4298,87792
2020-12-28 15:15:00,372.43,372.5,372.43,372.46,62708
2020-12-28 15:20:00,372.4782,372.4782,372.375,372.41,97123
2020-12-28 15:25:00,372.41,372.41,372.105,372.105,87706
2020-12-28 15:30:00,372.105,372.2,371.98,371.98,107981
2020-12-28 15:35:00,371.99,372.1407,371.97,371.98,99891
2020-12-28 15:40:00,371.98,372.31,371.87,372.22,206545
2020-12-28 15:45:00,372.2,372.34,372.17,372.22,118882
2020-12-28 15:50:00,372.19,372.23,371.99,372.07,216832
2020-12-28 15:55:00,372.07,372.28,371.99,372.1,620591
2020-12-29 09:30:00,372.17,373.99,372.17,373.91,398037
2020-12-29 09:35:00,373.87,373.95,373.5,373.59,323073
2020-12-29 09:40:00,373.59,373.72,373.5,373.55,246910
2020-12-29 09:45:00,373.57,373.76,373.57,373.7,168892
2020-12-29 09:50:00,373.7,373.7,373.165,373.165,224780
2020-12-29 09:55:00,373.14,373.188,372.2,372.4999,575690
2020-12-29 10:00:00,372.525,372.88,372.39,372.84,473915
2020-12-29 10:05:00,372.82,372.82,372.43,372.565,221484
2020-12-29 10:10:00,372.59,372.6199,371.79,371.85,303311
2020-12-29 10:15:00,371.85,372.23,371.8,372.14,260179
2020-12-29 10:20:00,372.15,372.71,372.09,372.7,215734
2020-12-29 10:25:00,372.7,372.7,372.31,372.32,157477
2020-12-29 10:30:00,372.32,372.45,372.24,372.38,138501
2020-12-29 10:35:00,372.36,372.69,372.27,372.4001,173386
2020-12-29 10:40:00,372.38,372.8,372.38,372.8,188368
2020-12-29 10:45:00,372.81,372.81,372.5619,372.5619,122520
2020-12-29 10:50:00,372.53,372.54,372.305,372.475,129126
2020-12-29 10:55:00,372.46,372.76,372.4399,372.73,131680
2020-12-29 11:00:00,372.73,372.73,372.39,372.39,126087
2020-12-29 11:05:00,372.4,372.61,372.27,372.575,119338
2020-12-29 11:10:00,372.58,372.58,372.205,372.205,153668
2020-12-29 11:15:00,372.205,372.2118,371.96,372.14,171032
2020-12-29 11:20:00,372.13,372.47,372.09,372.46,120195
2020-12-29 11:25:00,372.46,372.633,372.43,372.6,128741
2020-12-29 11:30:00,372.63,372.74,372.57,372.6,158519
2020-12-29 11:35:00,372.59,372.8552,372.52,372.81,125445
2020-12-29 11:40:00,372.79,372.79,372.58,372.64,103672
2020-12-29 11:45:00,372.645,372.705,372.55,372.6925,75564
2020-12-29 11:50:00,372.7,372.795,372.38,372.38,110678
2020-12-29 11:55:00,372.42,372.591,372.42,372.591,105598
2020-12-29 12:00:00,372.59,372.625,372.475,372.475,90717
2020-12-29 12:05:00,372.47,372.605,372.38,372.605,65790
2020-12-29 12:10:00,372.59,372.59,372.11,372.21,138971
2020-12-29 12:15:00,372.21,372.38,372.18,372.18,78817
2020-12-29 12:20:00,372.19,372.19,371.82,371.916,139328
2020-12-29 12:25:00,371.92,372.1989,371.77,372.065,170846
2020-12-29 12:30:00,372.089,372.089,371.61,371.62,209228
2020-12-29 12:35:00,371.62,371.78,371.28,371.29,201337
2020-12-29 12:40:00,371.29,371.6622,371.29,371.4336,197356
2020-12-29 12:45:00,371.46,371.46,371.02,371.1236,173900
2020-12-29 12:50:00,371.1213,371.18,370.87,370.9889,196058
2020-12-29 12:55:00,370.9889,371.5565,370.94,371.5565,172901
2020-12-29 13:00:00,371.49,371.56,371.24,371.24,97180
2020-12-29 13:05:00,371.26,371.46,371.15,371.38,105998
2020-12-29 13:10:00,371.36,371.48,371.16,371.46,76620
2020-12-29 13:15:00,371.45,371.565,371.3818,371.528,81257
2020-12-29 13:20:00,371.52,371.66,371.46,371.585,69186
2020-12-29 13:25:00,371.58,371.72,371.49,371.675,56487
2020-12-29 13:30:00,371.67,371.7,371.54,371.62,49910
2020-12-29 13:35:00,371.65,371.65,371.41,371.52,55945
2020-12-29 13:40:00,371.5,371.5482,371.37,371.45,62566
2020-12-29 13:45:00,371.43,371.55,371.4282,371.5365,87093
2020-12-29 13:50:00,371.535,371.81,371.5185,371.81,84524
2020-12-29 13:55:00,371.81,371.825,371.7199,371.7199,58842
2020-12-29 14:00:00,371.71,371.74,371.29,371.41,160131
2020-12-29 14:05:00,371.45,371.59,371.31,371.32,94426
2020-12-29 14:10:00,371.34,371.36,371.06,371.1,103087
2020-12-29 14:15:00,371.1,371.21,370.96,371.17,144836
2020-12-29 14:20:00,371.18,371.3,371.05,371.23,130753
2020-12-29 14:25:00,371.21,371.26,370.9789,371.02,173714
2020-12-29 14:30:00,370.9938,371.14,370.94,371.0,115386
2020-12-29 14:35:00,371.005,371.15,370.86,371.14,122435
2020-12-29 14:40:00,371.16,371.16,371.0,371.0789,84910
2020-12-29 14:45:00,371.0789,371.08,370.84,370.95,80401
2020-12-29 14:50:00,370.97,371.46,370.97,371.2699,141297
2020-12-29 14:55:00,371.265,371.39,371.245,371.27,63564
2020-12-29 15:00:00,371.27,371.41,371.235,371.26,81200
2020-12-29 15:05:00,371.27,371.29,371.04,371.16,93214
2020-12-29 15:10:00,371.16,371.5899,371.16,371.5899,127400
2020-12-29 15:15:00,371.5899,371.7599,371.45,371.735,100205
2020-12-29 15:20:00,371.73,371.9511,371.72,371.89,85751
2020-12-29 15:25:00,371.8998,371.96,371.78,371.88,101118
2020-12-29 15:30:00,371.88,371.94,371.82,371.845,96552
2020-12-29 15:35:00,371.8381,371.88,371.652,371.77,116884
2020-12-29 15:40:00,371.773,371.87,371.655,371.76,94298
2020-12-29 15:45:00,371.77,371.84,371.51,371.51,130425
2020-12-29 15:50:00,371.5118,371.715,371.24,371.27,288572
2020-12-29 15:55:00,371.26,371.4011,371.055,371.248,517419
2020-12-30 09:30:00,372.35,372.79,372.29,372.34,591484
2020-12-30 09:35:00,372.345,372.68,372.27,372.55,239633
2020-12-30 09:40:00,372.5601,372.77,372.56,372.74,135561
2020-12-30 09:45:00,372.7127,372.7899,372.5222,372.77,211182
2020-12-30 09:50:00,372.77,372.79,372.58,372.725,163669
2020-12-30 09:55:00,372.7,372.87,372.61,372.7889,140441
2020-12-30 10:00:00,372.79,373.07,372.765,372.92,183459
2020-12-30 10:05:00,372.9,372.99,372.68,372.68,144279
2020-12-30 10:10:00,372.7197,372.73,372.415,372.415,216519
2020-12-30 10:15:00,372.41,372.63,372.2789,372.61,154352
2020-12-30 10:20:00,372.61,372.7519,372.4818,372.71,90417
2020-12-30 10:25:00,372.7135,372.74,372.628,372.71,82042
2020-12-30 10:30:00,372.7151,372.97,372.7151,372.835,173400
2020-12-30 10:35:00,372.835,372.85,372.21,372.2989,202222
2020-12-30 10:40:00,372.28,372.5,372.25,372.4335,126130
2020-12-30 10:45:00,372.4313,372.6777,372.36,372.67,100291
2020-12-30 10:50:00,372.65,372.73,372.5106,372.5136,89475
2020-12-30 10:55:00,372.49,372.64,372.461,372.63,100119
2020-12-30 11:00:00,372.64,372.775,372.55,372.61,92686
2020-12-30 11:05:00,372.6056,372.7799,372.5983,372.7,69486
2020-12-30 11:10:00,372.715,372.715,372.55,372.57,77019
2020-12-30 11:15:00,372.56,372.75,372.55,372.66,82655
2020-12-30 11:20:00,372.66,372.7489,372.61,372.73,67174
2020-12-30 11:25:00,372.735,372.75,372.41,372.4105,153924
2020-12-30 11:30:00,372.43,372.54,372.3655,372.47,109608
2020-12-30 11:35:00,372.49,372.65,372.49,372.5,78203
2020-12-30 11:40:00,372.48,372.61,372.38,372.56,83882
2020-12-30 11:45:00,372.54,372.56,372.233,372.33,93328
2020-12-30 11:50:00,372.33,372.5,372.33,372.445,95097
2020-12-30 11:55:00,372.4366,372.54,372.42,372.46,49653
2020-12-30 12:00:00,372.46,372.5289,372.38,372.5289,54190
2020-12-30 12:05:00,372.5289,372.555,372.43,372.435,43889
2020-12-30 12:10:00,372.42,372.55,372.39,372.47,73966
2020-12-30 12:15:00,372.4619,372.6,372.44,372.4881,58328
2020-12-30 12:20:00,372.485,372.55,372.42,372.44,53077
2020-12-30 12:25:00,372.4205,372.6198,372.36,372.5189,77547
2020-12-30 12:30:00,372.5189,372.52,372.39,372.44,84967
2020-12-30 12:35:00,372.44,372.515,372.39,372.4,49339
2020-12-30 12:40:00,372.39,372.4101,372.2,372.32,61025
2020-12-30 12:45:00,372.325,372.3499,372.23,372.27,43832
2020-12-30 12:50:00,372.26,372.3082,372.13,372.22,73096
2020-12-30 12:55:00,372.215,372.3189,372.195,372.295,41078
2020-12-30 13:00:00,372.295,372.45,372.295,372.44,95311
2020-12-30 13:05:00,372.45,372.54,372.375,372.52,66718
2020-12-30 13:10:00,372.515,372.52,372.43,372.445,37568
2020-12-30 13:15:00,372.4489,372.49,372.42,372.465,61267
2020-12-30 13:20:00,372.49,372.493,372.34,372.425,72311
2020-12-30 13:25:00,372.435,372.435,372.26,372.26,39080
2020-12-30 13:30:00,372.23,372.33,372.225,372.31,51793
2020-12-30 13:35:00,372.312,372.34,372.175,372.175,41435
2020-12-30 13:40:00,372.175,372.35,372.12,372.35,72425
2020-12-30 13:45:00,372.3799,372.44,372.315,372.4199,66903
2020-12-30 13:50:00,372.395,372.425,372.28,372.285,56302
2020-12-30 13:55:00,372.295,372.339,372.231,372.258,47213
2020-12-30 14:00:00,372.25,372.29,372.0701,372.09,63208
2020-12-30 14:05:00,372.1299,372.18,372.05,372.1,65805
2020-12-30 14:10:00,372.1,372.13,371.94,372.01,116870
2020-12-30 14:15:00,371.95,371.97,371.81,371.83,119495
2020-12-30 14:20:00,371.85,371.96,371.83,371.959,76320
2020-12-30 14:25:00,371.948,371.97,371.91,371.938,40793
2020-12-30 14:30:00,371.93,371.95,371.72,371.74,92600
2020-12-30 14:35:00,371.7,371.8,371.7,371.75,49767
2020-12-30 14:40:00,371.755,371.94,371.75,371.89,66532
2020-12-30 14:45:00,371.895,372.0311,371.8518,371.97,70356
2020-12-30 14:50:00,371.98,371.98,371.73,371.73,64121
2020-12-30 14:55:00,371.73,371.795,371.67,371.795,92486
2020-12-30 15:00:00,371.77,371.8,371.5801,371.71,94255
2020-12-30 15:05:00,371.7027,371.8,371.615,371.79,68801
2020-12-30 15:10:00,371.79,371.84,371.65,371.8,75079
2020-12-30 15:15:00,371.82,371.82,371.59,371.62,71012
2020-12-30 15:20:00,371.6001,371.74,371.59,371.7,71911
2020-12-30 15:25:00,371.7,371.78,371.64,371.75,88719
2020-12-30 15:30:00,371.79,371.87,371.735,371.795,110963
2020-12-30 15:35:00,371.78,371.9477,371.75,371.9477,81999
2020-12-30 15:40:00,371.9477,372.17,371.92,372.03,169591
2020-12-30 15:45:00,372.03,372.07,371.85,371.93,106469
2020-12-30 15:50:00,372.07,372.43,372.07,372.23,314469
2020-12-30 15:55:00,372.19,372.21,371.71,371.71,655762
2020-12-30 16:00:00,371.74,371.74,371.74,371.74,72596
2020-12-31 09:30:00,371.99,371.99,371.27,371.345,317337
2020-12-31 09:35:00,371.44,371.45,371.26,371.45,199968
2020-12-31 09:40:00,371.4411,371.61,371.33,371.59,183902
2020-12-31 09:45:00,371.565,371.7,371.5,371.55,133863
2020-12-31 09:50:00,371.54,371.62,371.39,371.59,120508
2020-12-31 09:55:00,371.59,371.675,371.455,371.645,115001
2020-12-31 10:00:00,371.67,372.18,371.67,372.05,176325
2020-12-31 10:05:00,372.06,372.1,371.91,371.92,116742
2020-12-31 10:10:00,371.91,371.98,371.82,371.96,83568
2020-12-31 10:15:00,371.95,372.1,371.92,372.1,94198
2020-12-31 10:20:00,372.1,372.21,372.08,372.09,86579
2020-12-31 10:25:00,372.09,372.1183,371.92,371.94,77019
2020-12-31 10:30:00,371.949,372.04,371.88,371.96,70656
2020-12-31 10:35:00,371.95,371.99,371.795,371.89,71826
2020-12-31 10:40:00,371.9,371.97,371.855,371.92,62680
2020-12-31 10:45:00,371.92,372.05,371.86,371.96,81656
2020-12-31 10:50:00,371.96,371.96,371.83,371.91,74151
2020-12-31 10:55:00,371.92,371.94,371.8,371.8,113403
2020-12-31 11:00:00,371.79,371.99,371.79,371.89,138957
2020-12-31 11:05:00,371.8899,371.95,371.82,371.8387,115415
2020-12-31 11:10:00,371.805,371.805,371.55,371.75,151841
2020-12-31 11:15:00,371.75,371.87,371.74,371.78,98992
2020-12-31 11:20:00,371.8,371.8297,371.7,371.7674,60483
2020-12-31 11:25:00,371.77,371.82,371.66,371.71,74608
2020-12-31 11:30:00,371.71,371.775,371.5,371.59,117056
2020-12-31 11:35:00,371.59,371.61,371.5077,371.59,59940
2020-12-31 11:40:00,371.59,371.64,371.49,371.56,66661
2020-12-31 11:45:00,371.54,371.6211,371.51,371.615,69086
2020-12-31 11:50:00,371.61,371.66,371.45,371.47,183531
2020-12-31 11:55:00,371.48,371.485,371.29,371.35,153439
2020-12-31 12:00:00,371.38,371.45,371.33,371.42,124404
2020-12-31 12:05:00,371.43,371.59,371.43,371.5719,79102
2020-12-31 12:10:00,371.58,371.635,371.545,371.61,74765
2020-12-31 12:15:00,371.61,371.6589,371.53,371.6132,43247
2020-12-31 12:20:00,371.61,371.68,371.58,371.67,45672
2020-12-31 12:25:00,371.67,371.83,371.67,371.8065,70599
2020-12-31 12:30:00,371.81,371.9,371.77,371.77,61695
2020-12-31 12:35:00,371.7799,371.8399,371.68,371.81,48982
2020-12-31 12:40:00,371.81,371.97,371.76,371.95,87977
2020-12-31 12:45:00,371.95,372.09,371.95,372.01,50409
2020-12-31 12:50:00,372.01,372.01,371.92,371.92,40450
2020-12-31 12:55:00,371.9298,371.99,371.87,371.88,45401
2020-12-31 13:00:00,371.915,371.96,371.83,371.88,53149
2020-12-31 13:05:00,371.89,371.97,371.805,371.81,34614
2020-12-31 13:10:00,371.81,371.94,371.755,371.9,69386
2020-12-31 13:15:00,371.9,371.979,371.865,371.95,44274
2020-12-31 13:20:00,371.95,371.96,371.82,371.82,36712
2020-12-31 13:25:00,371.8167,371.9,371.78,371.84,42148
2020-12-31 13:30:00,371.85,371.91,371.81,371.86,29021
2020-12-31 13:35:00,371.84,371.87,371.752,371.79,38367
2020-12-31 13:40:00,371.785,371.79,371.64,371.64,60782
2020-12-31 13:45:00,371.64,371.705,371.62,371.62,38296
2020-12-31 13:50:00,371.62,371.69,371.6,371.66,56102
2020-12-31 13:55:00,371.66,371.7818,371.66,371.76,74237
2020-12-31 14:00:00,371.76,371.77,371.555,371.64,189580
2020-12-31 14:05:00,371.64,371.68,371.47,371.63,121564
2020-12-31 14:10:00,371.76,372.12,371.71,372.11,187554
2020-12-31 14:15:00,372.11,372.6075,372.11,372.467,270052
2020-12-31 14:20:00,372.465,372.5383,372.33,372.39,112162
2020-12-31 14:25:00,372.3967,372.51,372.35,372.42,80586
2020-12-31 14:30:00,372.42,372.95,372.42,372.87,215120
2020-12-31 14:35:00,372.87,372.88,372.74,372.88,79145
2020-12-31 14:40:00,372.87,373.04,372.825,373.0,75421
2020-12-31 14:45:00,372.995,373.0,372.8714,372.885,44788
2020-12-31 14:50:00,372.89,372.95,372.745,372.795,71954
2020-12-31 14:55:00,372.79,372.86,372.77,372.775,67345
2020-12-31 15:00:00,372.8,373.05,372.79,372.89,107810
2020-12-31 15:05:00,372.89,373.29,372.885,373.23,122035
2020-12-31 15:10:00,373.215,373.55,373.16,373.45,175184
2020-12-31 15:15:00,373.44,373.64,373.44,373.515,113703
2020-12-31 15:20:00,373.53,373.53,373.395,373.43,86436
2020-12-31 15:25:00,373.43,373.485,373.305,373.335,93413
2020-12-31 15:30:00,373.33,373.5,373.2,373.425,151627
2020-12-31 15:35:00,373.45,373.66,373.36,373.395,179022
2020-12-31 15:40:00,373.37,373.39,373.09,373.28,252974
2020-12-31 15:45:00,373.28,373.64,373.2519,373.635,211425
2020-12-31 15:50:00,373.635,374.235,373.635,374.07,753741
2020-12-31 15:55:00,374.06,374.6,373.875,374.6,1931231
2021-01-04 09:30:00,373.88,375.44,373.88,374.51,933112
2021-01-04 09:35:00,374.5,374.55,373.9,374.04,609418
2021-01-04 09:40:00,374.04,374.1,373.56,374.1,848926
2021-01-04 09:45:00,374.11,374.31,374.01,374.2399,399302
2021-01-04 09:50:00,374.21,374.21,373.12,373.595,579314
2021-01-04 09:55:00,373.61,373.72,373.31,373.41,459626
2021-01-04 10:00:00,373.41,373.7,373.11,373.22,351331
2021-01-04 10:05:00,373.22,373.34,372.77,372.91,399749
2021-01-04 10:10:00,372.88,372.99,372.58,372.6471,322965
2021-01-04 10:15:00,372.6,372.77,372.35,372.47,370241
2021-01-04 10:20:00,372.47,372.705,372.34,372.4801,292116
2021-01-04 10:25:00,372.4801,372.55,372.15,372.55,337173
2021-01-04 10:30:00,372.51,372.59,371.9166,372.02,440848
2021-01-04 10:35:00,372.0,372.04,371.71,371.83,278322
2021-01-04 10:40:00,371.805,372.31,371.79,372.02,272676
2021-01-04 10:45:00,371.985,371.985,371.11,371.14,590359
2021-01-04 10:50:00,371.2,371.26,370.0,370.14,718243
2021-01-04 10:55:00,370.14,370.39,369.84,370.015,528014
2021-01-04 11:00:00,370.04,370.4198,368.71,368.77,770520
2021-01-04 11:05:00,368.87,369.4,367.941,368.14,832152
2021-01-04 11:10:00,368.12,369.29,367.695,369.28,617449
2021-01-04 11:15:00,369.28,369.37,368.89,369.34,405694
2021-01-04 11:20:00,369.42,369.42,368.69,368.76,460851
2021-01-04 11:25:00,368.72,369.185,368.59,369.06,318180
2021-01-04 11:30:00,368.88,368.95,368.22,368.65,349989
2021-01-04 11:35:00,368.7,368.76,368.16,368.46,277826
2021-01-04 11:40:00,368.46,368.46,368.085,368.27,242307
2021-01-04 11:45:00,368.24,368.265,367.96,368.1399,213892
2021-01-04 11:50:00,368.14,368.33,367.29,367.33,371814
2021-01-04 11:55:00,367.3,367.36,366.7,367.04,456231
2021-01-04 12:00:00,366.96,367.22,366.56,366.57,477841
2021-01-04 12:05:00,366.72,367.02,366.0,366.1,403872
2021-01-04 12:10:00,366.12,366.29,365.24,365.38,601569
2021-01-04 12:15:00,365.2802,366.16,364.865,365.96,544010
2021-01-04 12:20:00,366.0,366.52,365.65,366.39,458666
2021-01-04 12:25:00,366.36,366.52,366.14,366.47,289516
2021-01-04 12:30:00,366.46,366.46,365.59,366.29,377626
2021-01-04 12:35:00,366.35,366.35,365.44,365.75,229722
2021-01-04 12:40:00,365.72,365.72,365.26,365.37,301207
2021-01-04 12:45:00,365.37,365.4,365.14,365.23,205198
2021-01-04 12:50:00,365.2467,366.167,365.07,366.1201,266632
2021-01-04 12:55:00,366.13,366.408,366.03,366.26,238349
2021-01-04 13:00:00,366.31,366.467,366.1301,366.3,208510
2021-01-04 13:05:00,366.3,366.745,366.07,366.65,189981
2021-01-04 13:10:00,366.665,367.17,366.64,367.065,208295
2021-01-04 13:15:00,367.05,367.48,367.0345,367.38,154760
2021-01-04 13:20:00,367.39,368.01,367.38,368.0,200164
2021-01-04 13:25:00,367.9789,368.24,367.81,367.97,252838
2021-01-04 13:30:00,367.96,367.96,367.39,367.4308,206788
2021-01-04 13:35:00,367.41,367.86,367.41,367.7301,163006
2021-01-04 13:40:00,367.7489,368.21,367.68,367.85,198426
2021-01-04 13:45:00,367.82,368.07,367.78,368.02,159148
2021-01-04 13:50:00,368.047,368.56,367.95,368.56,180608
2021-01-04 13:55:00,368.56,368.6299,368.44,368.59,143251
2021-01-04 14:00:00,368.5901,368.62,368.14,368.41,305529
2021-01-04 14:05:00,368.39,368.42,367.55,367.6,194534
2021-01-04 14:10:00,367.57,367.84,367.28,367.79,242837
2021-01-04 14:15:00,367.74,367.88,367.56,367.76,153369
2021-01-04 14:20:00,367.7,368.08,367.52,368.05,164480
2021-01-04 14:25:00,368.05,368.05,367.635,367.73,121824
2021-01-04 14:30:00,367.785,367.785,367.13,367.13,286668
2021-01-04 14:35:00,367.2,367.48,366.93,367.32,196339
2021-01-04 14:40:00,367.37,367.4781,367.12,367.27,271384
2021-01-04 14:45:00,367.28,367.41,366.86,366.86,303740
2021-01-04 14:50:00,366.81,366.87,366.63,366.76,253567
2021-01-04 14:55:00,366.77,368.1,366.72,367.98,436758
2021-01-04 15:00:00,367.9722,368.14,367.07,367.095,373122
2021-01-04 15:05:00,367.07,367.98,367.07,367.6,279250
2021-01-04 15:10:00,367.7,367.99,367.58,367.87,226824
2021-01-04 15:15:00,367.91,367.96,367.358,367.51,199369
2021-01-04 15:20:00,367.47,367.74,367.43,367.6154,192001
2021-01-04 15:25:00,367.6154,367.81,367.4399,367.61,183754
2021-01-04 15:30:00,367.63,368.38,367.255,368.18,407813
2021-01-04 15:35:00,368.17,368.57,368.007,368.56,296852
2021-01-04 15:40:00,368.5682,368.7799,368.39,368.63,355355
2021-01-04 15:45:00,368.63,369.24,368.62,369.24,452241
2021-01-04 15:50:00,369.255,369.43,369.0864,369.14,629388
2021-01-04 15:55:00,369.13,369.13,368.41,368.69,1225377
2021-01-05 09:30:00,368.14,369.25,368.14,369.25,708987
2021-01-05 09:35:00,369.27,370.148,369.25,370.06,595525
2021-01-05 09:40:00,370.12,370.73,370.12,370.315,860484
2021-01-05 09:45:00,370.315,370.41,369.89,370.26,378024
2021-01-05 09:50:00,370.26,370.49,370.12,370.28,312632
2021-01-05 09:55:00,370.27,370.4189,370.045,370.18,209189
2021-01-05 10:00:00,370.16,370.85,370.16,370.85,656280
2021-01-05 10:05:00,370.85,370.9198,370.06,370.19,395675
2021-01-05 10:10:00,370.23,370.51,370.2,370.4,173620
2021-01-05 10:15:00,370.33,370.57,369.33,369.33,362425
2021-01-05 10:20:00,369.35,369.69,369.33,369.6481,251480
2021-01-05 10:25:00,369.6481,369.83,369.51,369.74,264165
2021-01-05 10:30:00,369.74,369.77,369.135,369.34,292265
2021-01-05 10:35:00,369.36,369.47,369.0025,369.2055,247788
2021-01-05 10:40:00,369.2055,369.31,368.45,368.5,272858
2021-01-05 10:45:00,368.5,369.18,368.46,369.175,267874
2021-01-05 10:50:00,369.13,369.89,369.13,369.79,311424
2021-01-05 10:55:00,369.7401,369.8,368.77,368.83,293242
2021-01-05 11:00:00,368.8719,369.35,368.755,369.129,282959
2021-01-05 11:05:00,369.175,369.3399,368.63,368.75,300528
2021-01-05 11:10:00,368.77,368.97,368.63,368.8102,158883
2021-01-05 11:15:00,368.8,368.8,368.345,368.63,253650
2021-01-05 11:20:00,368.55,369.0278,368.55,368.98,226874
2021-01-05 11:25:00,369.02,369.58,368.99,369.54,238896
2021-01-05 11:30:00,369.575,369.86,369.4922,369.84,207152
2021-01-05 11:35:00,369.84,369.925,369.8267,369.91,160489
2021-01-05 11:40:00,369.91,370.07,369.86,369.935,194551
2021-01-05 11:45:00,369.955,370.05,369.77,369.86,148434
2021-01-05 11:50:00,369.825,370.07,369.82,369.99,105547
2021-01-05 11:55:00,369.99,370.03,369.69,369.691,90561
2021-01-05 12:00:00,369.785,370.0,369.73,369.97,97565
2021-01-05 12:05:00,370.0,370.53,370.0,370.35,238117
2021-01-05 12:10:00,370.34,370.46,369.98,370.06,131097
2021-01-05 12:15:00,370.06,370.17,369.7114,369.93,155786
2021-01-05 12:20:00,369.95,370.12,369.8201,369.88,111839
2021-01-05 12:25:00,369.87,370.04,369.84,369.9063,172825
2021-01-05 12:30:00,369.9063,370.1001,369.88,370.019,179101
2021-01-05 12:35:00,370.019,370.3478,369.99,370.29,126444
2021-01-05 12:40:00,370.31,370.37,370.01,370.01,96870
